NUMERAÇÃO;ARTIGO;AUTOR(RES);DOI;ANO DE PUBLICAÇÃO;VEÍCULO DE PUBLICAÇÃO;PAÍS;CONTINENTE;BIOMA;LOCALIDADE;NATUREZA DO ESTUDO;TAMANHO DA ÁREA DE ESTUDO;OBJETO DE ESTUDO;TIPO DE MANEJO; OBSERVAÇÔES;NÚMERO DE CITAÇÕES
5;Agroforestry for sustainable landscape management;Tobias Plieninger ,José Munoz-Rojas ,Louise E. Buck &Sara J. Scher;https://doi.org/10.1007/s11625-020-00836-4;2020;Springer link (site);Canadá, Honduras, Peru, Indonésia e Uganda, Índia, Romênia, França;Europa, África, América do sul, Ásia, América do norte;Floresta tropical, Estepe, Vegetação mediterrânea, Savana, Pradaria, Floresta temperada, Tundra,Taiga, Floresta Amazônica, Mata Atlântica,Floresta Tropical;X;Estudo de caso;X;Agricultura de baixa intensidade ( 1. papel da agrofloresta nas estratégias de manejo sustentável da paisagem e como este pode ajudar na aplicação, dimensionamento e sustentabilidade dos sistemas agroflorestais;"Esta seção especial é dedicada a examinar o papel da agrofloresta nas estratégias de manejo sustentável da paisagem e também, vice-versa, como esta última pode ajudar a melhorar a aplicação, dimensionamento e sustentabilidade dos sistemas agroflorestais. Em particular, os estudos incluídos neste recurso examinam:1. Condutores, processos e impactos socioecológicos da expansão, declínio e mudanças qualitativas de paisagens agroflorestais, incluindo processos de urbanização e efeitos de intervenções estatais

2. O desempenho da agrofloresta em contribuir para múltiplos objetivos de sustentabilidade em escala de paisagem

3. Melhoria da agrofloresta por meio de estratégias de paisagismo multissetoriais

4. Ferramentas conceituais e operacionais para análise da adoção e impactos agroflorestais em escala de paisagem.                                                                                                                                                                                                                                                     ";Agrofloresta: como conceito de uso do solo e paisagem está em constante evolução. Em primeiro lugar, agrossilvicultura foi usado como nome coletivo para práticas específicas que envolviam agricultores e árvores no nível da parcela, muitas vezes com foco nas interações das culturas com o solo das árvores. Na década de 1990, surgiu a ideia de usar sistemas agroflorestais para aumentar multifuncionalidade da paisagem, colocando paisagens e meios de subsistência (isto é, o nível da paisagem) em primeiro plano.;22
5;Agroforestry for sustainable landscape management;Tobias Plieninger ,José Munoz-Rojas ,Louise E. Buck &Sara J. Scher;https://doi.org/10.1007/s11625-020-00836-4;2020;Springer link (site);Canadá, Honduras, Peru, Indonésia e Uganda, Índia, Romênia, França;Europa, África, América do sul, Ásia, América do norte;Floresta tropical, Estepe, Vegetação mediterrânea, Savana, Pradaria, Floresta temperada, Tundra,Taiga, Floresta Amazônica, Mata Atlântica,Floresta Tropical;X;Estudo de caso;X;Agricultura de baixa intensidade e Agricultura multifuncional e Conceito (1. estudos científicos de sistemas agroflorestais numerosos e estabelecidos há muito tempo e conectaram ciência, política e prática de uso da terra, demonstrando benefícios sociais desse uso multifuncional da terra; 2. maior parte da literatura agroflorestal específica do local e geralmente se concentra nas ciências agrícolas, mas literatura sobre manejo sustentável da paisagem é mais ampla em escopo e foco geográfico); 3. vinculamos comunidades agroflorestais e de manejo sustentável da paisagem e enfatizamos  assim agrossilvicultura como recurso fundamental ao manejo sustentável da paisagem no mundo e tornamos conceito de manejo sustentável da paisagem mais tangível p/ práticas e políticas de uso da terra relacionadas à agrossilvicultura).;Estudos científicos de sistemas agroflorestais são numerosos e estabelecidos há muito tempo e conectaram ciência, política e prática de uso da terra, demonstrando os benefícios sociais desse uso multifuncional da terra (Van Noordwijk 2019 ). A literatura científica sobre gestão sustentável da paisagem também está em alta (Arts et al. 2017). No entanto, a maior parte da literatura agroflorestal é tipicamente específica do local e geralmente se concentra nas ciências agrícolas. Em contraste, a literatura sobre manejo sustentável da paisagem é mais ampla tanto em escopo quanto em foco geográfico. Com esta característica especial, preenchemos o nicho de vincular as comunidades agroflorestais e de manejo sustentável da paisagem. Ao fazer isso, enfatizamos a agrossilvicultura como um recurso fundamental para o manejo sustentável da paisagem em todo o mundo, ao mesmo tempo em que tornamos o conceito de manejo sustentável da paisagem mais tangível para práticas e políticas de uso da terra relacionadas à agrossilvicultura.;Pouca atividade de pesquisa e desenvolvimento de tecnologia tem sido dedicada a esses sistemas. Sistemas agroflorestais tradicionais, principalmente sistemas silvipastoris, ainda são encontrados extensivamente em muitas partes do mundo, mas muitas vezes estão em declínio devido à intensificação agrícola ou abandono de terras..;22
5;Agroforestry for sustainable landscape management;Tobias Plieninger ,José Munoz-Rojas ,Louise E. Buck &Sara J. Scher;https://doi.org/10.1007/s11625-020-00836-4;2020;Springer link (site);Canadá, Honduras, Peru, Indonésia e Uganda, Índia, Romênia, França;Europa, África, América do sul, Ásia, América do norte;Floresta tropical, Estepe, Vegetação mediterrânea, Savana, Pradaria, Floresta temperada, Tundra,Taiga, Floresta Amazônica, Mata Atlântica,Floresta Tropical;X;Estudo de caso;X;Agricultura de baixa intensidade e Conceito e Sustentabilidade e Desmatamento e Biodiversidade e Recursos hídricos e Conservação do solo (1.agrofloresta, combinação de árvores e culturas em arranjos espaciais ou temporais p/  > complexidade estrutural e funcional em comparação à produção em monocultura; 2. complexidade leva a ganhos na eficiência de captura e uso de nutrientes, luz e água, melhora segurança alimentar e nutricional, resulta em paisagens culturais valiosas e mitiga degradação ambiental – oferecendo alternativa sustentável à produção intensiva de “commodities únicas”; 3. alívio da pobreza, > da segurança alimentar e  interrupção do desmatamento, principais razões p/ promover agrofloresta e promoção da qualidade de vida rural e valores culturais, melhoria da qualidade da água, controle da erosão do solo e conservação diversidade biológica, como impulsionadores importantes), Agrossilvicultura ou Agrofloresta ( 1. oferece ampla gama de benefícios ambientais, sociais, culturais e econômicos em escala de paisagem; 2.  estratégia fundamental p/ “perenização” da agricultura, visando estabelecimento de cobertura vegetal permanente p/ proteção dos ecossistemas; 3. envolve incorporação de quantidades relativamente pequenas de vegetação perene em locais estratégicos dentro de paisagens agrícolas dominadas por culturas anuais ou conversão de áreas muito > de terra, em partes estrategicamente localizadas da paisagem);"Agrofloresta                                                                                                                                                                                                                                                                                                                                                                                              
A ideia básica por trás da agrofloresta é que a combinação de árvores e culturas em arranjos espaciais ou temporais resulta em maior complexidade estrutural e funcional em comparação com a produção em monocultura (Jose 2009 ). Essa complexidade leva a ganhos na eficiência de captura e utilização de nutrientes, luz e água, melhora a segurança alimentar e nutricional, resulta em paisagens culturais valiosas e mitiga a degradação ambiental – oferecendo assim uma alternativa sustentável à produção intensiva de “commodities únicas” (Nair e outros 2017).                                                                                                                      Enquanto no Sul Global o alívio da pobreza, o aumento da segurança alimentar e a interrupção do desmatamento estão entre as principais razões para promover a agrofloresta, no Norte Global as questões de promoção da qualidade de vida rural e valores culturais, melhoria da qualidade da água, controle da erosão do solo e conservação diversidade biológica têm sido impulsionadores importantes (Nair 2007 ).                                                                                                                                                                                                                                                                                                                    Várias revisões em nível global e regional forneceram evidências de que a agrossilvicultura oferece uma ampla gama de benefícios ambientais, sociais, culturais e econômicos em escala de paisagem (por exemplo, Rosenstock et al. 2019 ; Torralba et al. 2016). Sob tal lógica, a agrofloresta é uma estratégia fundamental para a “perenização” da agricultura, visando o estabelecimento de cobertura vegetal permanente para a proteção dos ecossistemas. Isso pode incluir a incorporação de quantidades relativamente pequenas de vegetação perene em locais estratégicos dentro de paisagens agrícolas dominadas por culturas anuais (Asbjornsen et al. 2014 ), ou a conversão de áreas muito maiores de terra, ainda em partes estrategicamente localizadas da paisagem.                             ";Agrossilvicultura: prática de combinar espécies florestais (árvores ou outras espécies perenes lenhosas) com culturas agrícolas e/ou pecuária, com o objetivo melhorar o aproveitamento dos recursos naturais e a produção de alimentos.                                                                                                                               Sistema agroflorestal: forma de uso e ocupação do solo em que árvores são plantadas ou manejadas em associação com culturas agrícolas ou forrageiras. Em outras palavras, é um sistema em que o produtor planta e cultiva árvores e produtos agrícolas em uma mesma área, garantindo a melhora de aspectos ambientais e a produção de alimentos e madeira.;22
5;Agroforestry for sustainable landscape management;Tobias Plieninger ,José Munoz-Rojas ,Louise E. Buck &Sara J. Scher;https://doi.org/10.1007/s11625-020-00836-4;2020;Springer link (site);Canadá, Honduras, Peru, Indonésia e Uganda, Índia, Romênia, França;Europa, África, América do sul, Ásia, América do norte;Floresta tropical, Estepe, Vegetação mediterrânea, Savana, Pradaria, Floresta temperada, Tundra,Taiga, Floresta Amazônica, Mata Atlântica,Floresta Tropical;X;Estudo de caso;X;Agrofloresta e  Conceito e Paisagem multifuncional  [1. agrofloresta como conceito de uso da terra e paisagem está em constante evolução; 2. ideia de usar sistemas agroflorestais p/ >multifuncionalidade da paisagem, colocando paisagens e meios de subsistência (isto é, o nível da paisagem) em primeiro plano};A agrofloresta como um conceito de uso da terra e paisagem está em constante evolução (Van Noordwijk 2019). Em primeiro lugar, agrossilvicultura foi usado como um nome coletivo para práticas específicas que envolviam agricultores e árvores no nível da parcela, muitas vezes com foco nas interações das culturas com o solo das árvores. Na década de 1990, surgiu a ideia de usar sistemas agroflorestais para aumentar a multifuncionalidade da paisagem, colocando as paisagens e os meios de subsistência (isto é, o nível da paisagem) em primeiro plano. Mais recentemente, a atenção à agrossilvicultura tem se deslocado para o nível político, com muitos esforços dedicados a remover a desagregação entre agricultura, silvicultura e outras políticas setoriais, incluindo especialmente as ambientais, e defender políticas coerentes em todos os usos da terra. Muitas vezes, esses esforços são enquadrados como contribuições para alcançar os Objetivos de Desenvolvimento Sustentável (Van Noordwijk 2019 ).;;22
5;Agroforestry for sustainable landscape management;Tobias Plieninger ,José Munoz-Rojas ,Louise E. Buck &Sara J. Scher;https://doi.org/10.1007/s11625-020-00836-4;2020;Springer link (site);Canadá, Honduras, Peru, Indonésia e Uganda, Índia, Romênia, França;Europa, África, América do sul, Ásia, América do norte;Floresta tropical, Estepe, Vegetação mediterrânea, Savana, Pradaria, Floresta temperada, Tundra,Taiga, Floresta Amazônica, Mata Atlântica,Floresta Tropical;X;Estudo de caso;X;Agrofloresta ou Agrossilvicultura e Sustentabilidade (1. sistemas agroflorestaisi servem como microcosmos p/ estudo de questões e desafios + amplos de sustentabilidade, em particular no tocante a questões de complexidade e múltiplas escalas de manejo), ;Conclusão                                                                                                                                                                                                                   Neste editorial, exploramos as relações entre sistemas agroflorestais e manejo sustentável de paisagens, e o potencial das paisagens agroflorestais para contribuir com o alcance dos múltiplos Objetivos de Desenvolvimento Sustentável da ONU. Os sistemas agroflorestais investigados aqui servem como microcosmos que permitem o estudo de questões e desafios mais amplos de sustentabilidade, em particular no que diz respeito a questões de complexidade e múltiplas escalas de manejo. As contribuições para este artigo especial refletem sobre várias opções de como o manejo sustentável da paisagem pode informar e promover a expansão da agrossilvicultura. Da mesma forma, a agrossilvicultura como um sistema de produção de uso da terra pode se tornar um componente chave das estratégias para implementar o manejo sustentável da paisagem.  Com base nos estudos do especial, destilamos as seguintes mensagens para uma união de perspectivas agroflorestais e paisagísticas sustentáveis ??(Fig.  2 ).;;22
5;Agroforestry for sustainable landscape management;Tobias Plieninger ,José Munoz-Rojas ,Louise E. Buck &Sara J. Scher;https://doi.org/10.1007/s11625-020-00836-4;2020;Springer link (site);Canadá, Honduras, Peru, Indonésia e Uganda, Índia, Romênia, França;Europa, África, América do sul, Ásia, América do norte;Floresta tropical, Estepe, Vegetação mediterrânea, Savana, Pradaria, Floresta temperada, Tundra,Taiga, Floresta Amazônica, Mata Atlântica,Floresta Tropical;X;Estudo de caso;X;Agrofloresta, Recursos naturais, Sustentabilidade, ODS, Paisagem multifuncional, Sustentabilidade;"1. A agrofloresta tem sido considerada uma disciplina de nicho por muito tempo. Em vez disso, a agrossilvicultura deve se tornar uma área de pesquisa distinta sob a égide da ciência da sustentabilidade, caminhando assim em direção a uma “ciência da sustentabilidade agroflorestal”. Integrar o papel central da agrofloresta no manejo sustentável da paisagem pode ajudar a superar a falta de adoção e manutenção que é um desafio para muitas práticas e sistemas agroflorestais.                                                                                                       2. A gestão de recursos naturais é determinada por práticas que muitas vezes se desenvolveram ao longo de décadas, senão séculos e milênios. A agrofloresta para o manejo sustentável da paisagem, portanto, precisa entender as trajetórias, histórias e tradições locais de uso da terra. Isso inclui obter uma melhor compreensão das atitudes dos agricultores em relação à agrossilvicultura ao longo do tempo, pois os agricultores são os principais atores que impulsionam as mudanças históricas e atuais no uso da terra.
3. As estratégias agroflorestais não devem ser confinadas às escalas da fazenda e da parcela. Contribuições significativas para os Objetivos de Desenvolvimento Sustentável dependem do aumento da agrofloresta para gerar benefícios em escala de paisagem. Uma diversidade de práticas agroflorestais, implementadas nos locais certos de uma paisagem, contando com o manejo correto, pode beneficiar não apenas os agricultores e gestores de terras que as praticam, mas também outros atores e suas redes na paisagem.
4. Para sustentar a prática agroflorestal a longo prazo, é essencial considerar e promover seus múltiplos valores econômicos, ambientais, sociais e culturais, bem como as sinergias entre eles. Isso significa apoiar ativamente o desenvolvimento de mercados e negócios que tornem a agrossilvicultura viável, para que esses sistemas de uso da terra e paisagens relacionadas possam reter valores-chave à medida que evoluem dinamicamente ao longo do tempo.
5. A implementação dos Objetivos de Desenvolvimento Sustentável requer a promoção e experimentação de formas inclusivas de governança da paisagem, integrando os campos políticos também além das políticas agrícolas e florestais públicas. Isso inclui a promoção de fortes coalizões multissetoriais dentro das unidades de paisagem e uma coordenação, cooperação e aprendizado compartilhado e mútuo mais eficientes de políticas e outros atores em apoio ao aumento da escala agroflorestal.
6. Uma variedade de ferramentas únicas e criativas deve ser adotada para apoiar o processo de inovação de análise e projeto de sistemas agroflorestais no contexto de buscas de paisagem sustentável. Estes devem levar em consideração as propriedades multidimensionais da agrofloresta em paisagens sustentáveis, incluindo suas características multifuncionais de uso da terra e/ou os requisitos de colaboração na gestão e governança integradas.
";;22
5;Agroforestry for sustainable landscape management;Tobias Plieninger ,José Munoz-Rojas ,Louise E. Buck &Sara J. Scher;https://doi.org/10.1007/s11625-020-00836-4;2020;Springer link (site);Canadá, Honduras, Peru, Indonésia e Uganda, Índia, Romênia, França;Europa, África, América do sul, Ásia, América do norte;Floresta tropical, Estepe, Vegetação mediterrânea, Savana, Pradaria, Floresta temperada, Tundra,Taiga, Floresta Amazônica, Mata Atlântica,Floresta Tropical;X;Estudo de caso;X;Agroflorestas (1. paisagens agroflorestais caracterizadas por dinâmicas complexas, envolvendo instituições de governança, atores e redes que interagem mutuamente e atuam em escalas espaço-temporais; 2. reconhecer a complexidade das paisagens agroflorestais requer  exame por uma lente socioecológica c/ identificação de interações entre múltiplas funções e serviços dos ecossistemas e fatores, processos e impactos relacionados), Paisagem multifuncional, Agricultura de alta intensidade, Resiliência (alto potencial das culturas arbóreas p/ contribuir p/ resiliência futura das paisagens), Ações colaborativas coletivas (paisagens agroflorestais são caracterizadas por dinâmicas complexas, envolvendo instituições de governança, atores e redes que interagem mutuamente e atuam em escalas espaço-temporais);Gatilhos, processos e impactos socioecológicos da expansão, declínio e mudanças qualitativas das paisagens agroflorestais                            As paisagens agroflorestais são, em geral, caracterizadas por dinâmicas complexas, envolvendo instituições de governança, atores e redes que interagem mutuamente e atuam em escalas espaço-temporais (Pastur et al. 2012 ). Reconhecer a complexidade das paisagens agroflorestais requer que elas sejam examinadas através de uma lente socioecológica (Plieninger e Huntsinger 2018 ). Isso inclui a identificação de interações entre as múltiplas funções e serviços dos ecossistemas e os fatores, processos e impactos relacionados (Lescourret et al. 2015 ). Isso é especialmente pertinente em um momento de rápida mudança no uso da terra em paisagens de produção devido a mudanças populacionais, de mercado, socioculturais, climáticas e ecológicas.                                                                                        Em resposta a esses desafios, Wolpert et al. ( 2020 ) exploram as mudanças no uso da terra em diferentes culturas de árvores mediterrâneas e paisagens contrastantes nos últimos 200 anos. Os autores identificaram uma tendência geral nos últimos 70 anos de paisagens multifuncionais de cultivo de árvores em direção à intensificação ou abandono, com a margem sul do Mediterrâneo tendendo à intensificação e as paisagens do norte ao abandono. Os impulsionadores socioculturais são confirmados como elementos-chave para a mudança, assim como o alto potencial das culturas arbóreas para contribuir para a resiliência futura das paisagens.;;22
5;Agroforestry for sustainable landscape management;Tobias Plieninger ,José Munoz-Rojas ,Louise E. Buck &Sara J. Scher;https://doi.org/10.1007/s11625-020-00836-4;2020;Springer link (site);Canadá, Honduras, Peru, Indonésia e Uganda, Índia, Romênia, França;Europa, África, América do sul, Ásia, América do norte;Floresta tropical, Estepe, Vegetação mediterrânea, Savana, Pradaria, Floresta temperada, Tundra,Taiga, Floresta Amazônica, Mata Atlântica,Floresta Tropical;X;Estudo de caso;X;Agroflorestas e Ações colaborativas coletivas (1. alguns sistemas agroflorestais muito específicos e localizados, como os combinados de arroz e dendê no Sudeste Asiático, os cafeeiros na América Central ou em sistemas de cultivo de oliveiras, castanheiros e sobreiros na bacia do Mediterrâneo e outros incluem gama + ampla de sistemas tradicionais e novos, silvipastoris e silviculturais; 2. contribuem em vários métodos qualitativos e quantitativos e combinam abordagens das ciências sociais, ecológicas, agronômicas e geográficas, e muitos contam c/ métodos participativos, como jogos sérios, avaliações Delphi ou deliberações das partes interessadas.) ;Os tipos de sistemas agroflorestais sob investigação são diversos. Alguns estudos se concentram em sistemas agroflorestais muito específicos e localizados, por exemplo, em sistemas combinados de arroz e dendê no Sudeste Asiático (Dumrongrojwatthana et al. 2020 ); sobre sistemas cafeeiros na América Central (Andreotti et al. 2020 ); ou em sistemas de cultivo de oliveiras, castanheiros e sobreiros na Bacia do Mediterrâneo (Wolpert et al. 2020 ). Outros incluem uma gama mais ampla de sistemas tradicionais e novos, silvipastoris e silviculturais (por exemplo, Buck et al. 2020 ; Therville et al. 2020). As contribuições normalmente triangulam vários métodos qualitativos e quantitativos e, em parte, combinam abordagens das ciências sociais, ecológicas, agronômicas e geográficas. Muitos contam com métodos participativos, como jogos sérios (Andreotti et al. 2020 ), avaliações Delphi (Flinzberger et al. 2020 ) ou deliberações das partes interessadas (Rolo et al. 2020 ).;;22
5;Agroforestry for sustainable landscape management;Tobias Plieninger ,José Munoz-Rojas ,Louise E. Buck &Sara J. Scher;https://doi.org/10.1007/s11625-020-00836-4;2020;Springer link (site);Canadá, Honduras, Peru, Indonésia e Uganda, Índia, Romênia, França;Europa, África, América do sul, Ásia, América do norte;Floresta tropical, Estepe, Vegetação mediterrânea, Savana, Pradaria, Floresta temperada, Tundra,Taiga, Floresta Amazônica, Mata Atlântica,Floresta Tropical;X;Estudo de caso;X;Agroflorestas, Estudo em escala da paisagem (frequentemente, paisagens agroflorestais não apresentam limites espaciais nítidos, mas formam unidades difusas de uso da terra e paisagem).;Neste especial, 63 autores aceitam o desafio, apresentando onze estudos originais sobre abordagens agroflorestais e paisagísticas. Os estudos foram realizados no Canadá (Laroche et al. 2020 ), Equador (Buck et al. 2020 ), França (Guillerme et al. 2020 ; Therville et al. 2020 ), Nicarágua (Andreotti et al. 2020 ), Romênia (Hartel et al. 2020 ) e Tailândia (Dumrongrojwatthana et al. 2020 ) (Fig.  1 ). Curiosamente, vários artigos descrevem pesquisas comparativas realizadas em dois corredores regionais de paisagem (Buck et al. 2020 ); entre duas áreas protegidas (Therville et al. 2020); entre os quatro países tropicais de Honduras, Indonésia, Peru e Uganda (Zinngrebe et al. 2020 ); em toda a Bacia do Mediterrâneo (Flinzberger et al. 2020 ; Wolpert et al. 2020 ); e em dez paisagens agroflorestais e sistemas de uso da terra na União Europeia (Rolo et al. 2020 ). Os estudos foram realizados em escala local ( n ?= 3), regional ( n ?= 6), nacional ( n ?= 1) e supranacional ( n ?= 1). Frequentemente, as paisagens agroflorestais não apresentam limites espaciais nítidos, mas formam unidades difusas de uso da terra e paisagem. As áreas de estudo foram delimitadas de forma variada por administrativo ( n ?= 3), biofísico ( n?= 5) e fronteiras ?histórico-culturais ( n = 3).;;22
5;Agroforestry for sustainable landscape management;Tobias Plieninger ,José Munoz-Rojas ,Louise E. Buck &Sara J. Scher;https://doi.org/10.1007/s11625-020-00836-4;2020;Springer link (site);Canadá, Honduras, Peru, Indonésia e Uganda, Índia, Romênia, França;Europa, África, América do sul, Ásia, América do norte;Floresta tropical, Estepe, Vegetação mediterrânea, Savana, Pradaria, Floresta temperada, Tundra,Taiga, Floresta Amazônica, Mata Atlântica,Floresta Tropical;X;Estudo de caso;X;Agrossilvicutura ou Agrofloresta (sistemas agroflorestais novos, melhorados e + padronizados  promovidos desde 1980, por cooperação p/ desenvolvimento nos trópicos e subtrópicos, catalisada pelo Centro Agroflorestal Mundial (ICRAF) e, + recente como abordagem alternativa de uso da terra na Europa e América do Norte), Agrossilvipastoril e Serviços ecossistêmicos e Rendimento/Produtividade das culturas (1. esses sistemas melhorados costumam ser menos diversos e tendem fornecer gama mais restrita de serviços ecossistêmicos, embora isso dependa de sistemas, locais e opções de manejo específicos; 2. mas são altamente produtivos – muitas x até mais que formas segregadas de produção agrícola e florestal 3. Frequentemente incorporam elementos do conhecimento indígena e local, e são aprimorados e intensamente investigados pela ciência moderna.), Agrofloresta [1. eficiência do uso da terra de sistemas agroflorestais aprimorados (em termos de rendimentos de culturas agrícolas e florestais) na Europa foi estimada em até 40% maior que sistemas agrícolas convencionais]. ;Sistemas agroflorestais novos, melhorados e mais padronizados têm sido promovidos desde a década de 1980, primeiro por meio da cooperação para o desenvolvimento nos trópicos e subtrópicos, catalisada pelo Centro Agroflorestal Mundial (ICRAF) e, mais recentemente, também como uma abordagem alternativa de uso da terra na Europa e América do Norte (Nair 2007 ).                                                                 Em comparação com a agrossilvicultura tradicional, os sistemas agrossilvipastoris melhorados costumam ser menos diversos e tendem a fornecer uma gama mais restrita de serviços ecossistêmicos, embora isso dependa de sistemas, locais e opções de manejo específicos. Por outro lado, eles são altamente produtivos – muitas vezes até mais produtivos do que formas segregadas de produção agrícola e florestal (Nair 2007). Por exemplo, a eficiência do uso da terra de sistemas agroflorestais aprimorados (em termos de rendimentos de culturas agrícolas e florestais) na Europa foi estimada em até 40% maior do que a dos sistemas agrícolas convencionais (Graves et al. 2010 ). Frequentemente incorporando elementos do conhecimento indígena e local, esses sistemas aprimorados foram intensamente investigados pela ciência moderna. Eles se estendem por vastas paisagens no Sul Global, graças às tradições locais de uso da terra e à incorporação de produtos de árvores em fazendas para diversificação de renda. Eles tendem a se expandir de forma mais incremental no Norte Global, normalmente devido a uma combinação de barreiras econômicas, políticas, técnicas e socioculturais (García de Jalón et al. 2018 ).;;22
5;Agroforestry for sustainable landscape management;Tobias Plieninger ,José Munoz-Rojas ,Louise E. Buck &Sara J. Scher;https://doi.org/10.1007/s11625-020-00836-4;2020;Springer link (site);Canadá, Honduras, Peru, Indonésia e Uganda, Índia, Romênia, França;Europa, África, América do sul, Ásia, América do norte;Floresta tropical, Estepe, Vegetação mediterrânea, Savana, Pradaria, Floresta temperada, Tundra,Taiga, Floresta Amazônica, Mata Atlântica,Floresta Tropical;X;Estudo de caso;X;Agrossilvicutura ou Agrofloresta, Sustentabilidade;Historicamente, várias formas de agrossilvicultura se desenvolveram ao longo dos séculos em muitas regiões, culturas e ecossistemas do mundo. Por exemplo, a agrossilvicultura planejada foi datada de 2500 AC na Europa (Eichhorn et al. 2006 ). Exemplos bem conhecidos de sistemas agroflorestais em todo o mundo incluem o sistema Chattisgarh de árvores multifuncionais integradas ao cultivo de arroz na Índia (Viswanath et al. 2000 ), o sistema Parkland da África Ocidental (Fifanou et al. 2011 ) e os tradicionais prados de pomar chamado Streuobst na Alemanha (Plieninger et al. 2015b).                                                                                                                                                            Muitos desses sistemas agroflorestais tradicionais e específicos do local caíram no esquecimento com a modernização agrícola, embora alguns – denominados “sistemas Cinderela” (Nair et al. 2017 ) – tenham sido recentemente redescobertos como modelos potenciais para o uso sustentável da terra e desenvolvimento territorial. Embora alguns tenham uma produção razoavelmente alta, isso não tende a ser a norma. Às vezes, isso se deve à ênfase da análise moderna na produção de mercadorias específicas comercialmente relevantes do sistema, em vez da produção combinada de vários produtos e serviços. Além disso, pouca atividade de pesquisa e desenvolvimento de tecnologia tem sido dedicada a esses sistemas. Sistemas agroflorestais tradicionais, principalmente sistemas silvipastoris (Plieninger et al. 2015a), ainda são encontrados extensivamente em muitas partes do mundo, mas muitas vezes estão em declínio devido à intensificação agrícola ou abandono de terras (Godinho et al. 2016 ; Nerlich et al. 2013 ).;;22
5;Agroforestry for sustainable landscape management;Tobias Plieninger ,José Munoz-Rojas ,Louise E. Buck &Sara J. Scher;https://doi.org/10.1007/s11625-020-00836-4;2020;Springer link (site);Canadá, Honduras, Peru, Indonésia e Uganda, Índia, Romênia, França;Europa, África, América do sul, Ásia, América do norte;Floresta tropical, Estepe, Vegetação mediterrânea, Savana, Pradaria, Floresta temperada, Tundra,Taiga, Floresta Amazônica, Mata Atlântica,Floresta Tropical;X;Estudo de caso;X;Conceito, Abordagem integrada da paisagem (abordagem sustentável da paisagem) e Recursos naturais e Biodiversidade e Serviços ecossistêmicos ( 1. conceito de gestão sustentável da paisagem implica gerir agricultura e recursos naturais simultaneamente p/produção de alimentos e fibras, apoiar biodiversidade e serviços ecossistêmicos e promover contribuições p/bem-estar humano; 2. abordagem da paisagem permite sinergias e compensações entre objetivos ecológicos, econômicos, culturais e sociais examinados em escala  > que da fazenda p/ revelar como interações entre  # usos da terra são complementares e/ou concorrentes );"Gestão sustentável da paisagem                                                                                                                                                                                                                                                                                                                               
O conceito de gestão sustentável da paisagem implica gerir a agricultura e os recursos naturais simultaneamente para a produção de alimentos e fibras, apoiar a biodiversidade e os serviços ecossistêmicos e promover contribuições gerais para o bem-estar humano. Uma abordagem de paisagem permite que sinergias e compensações entre objetivos ecológicos, econômicos, culturais e sociais sejam examinados em uma escala maior do que a da fazenda para revelar como as interações entre diferentes usos da terra são complementares e/ou concorrentes. As estratégias de gestão dentro e entre os quatro objetivos mencionados, portanto, podem ser negociadas para produzir um equilíbrio ideal dentro de qualquer contexto de paisagem. Adotar tal abordagem de gestão implica trabalhar em todos os setores para garantir que o conhecimento e a informação, bem como os usos da terra, mercados e estratégias políticas sejam adequadamente integrados (2015 ; Scherr et al. 2013 ).";;22
5;Agroforestry for sustainable landscape management;Tobias Plieninger ,José Munoz-Rojas ,Louise E. Buck &Sara J. Scher;https://doi.org/10.1007/s11625-020-00836-4;2020;Springer link (site);Canadá, Honduras, Peru, Indonésia e Uganda, Índia, Romênia, França;Europa, África, América do sul, Ásia, América do norte;Floresta tropical, Estepe, Vegetação mediterrânea, Savana, Pradaria, Floresta temperada, Tundra,Taiga, Floresta Amazônica, Mata Atlântica,Floresta Tropical;X;Estudo de caso;X;Estudo em escala da paisagem e Abordagem integrada da paisagem, Abordagem holística;A publicação histórica de Sayer et al. ( 2013 ) sobre os princípios de uma abordagem de paisagem apareceu ao mesmo tempo que Scherr et al. ( 2013 ) destilou elementos vitais do manejo integrado da paisagem e documentou mais de 80 comunidades de prática alinhadas com tal abordagem. As duas construções que se cruzam ajudaram a pavimentar o caminho para uma crescente comunidade de prática, como exemplificado pela plataforma de conhecimento Global Landscapes Forum sobre uso integrado da terra que promove uma abordagem holística para a criação de paisagens sustentáveis ??( www.globallandscapesforum.org ). Simultaneamente, as publicações de pesquisa se expandiram rapidamente nessa área. Por exemplo, Harvey et al. ( 2014 ) e Minang et al. ( 2014) paisagens climáticas inteligentes exploradas; Reed et ai. ( 2016 ), Sayer et al. ( 2017 ) e Opdam ( 2018 ) abordaram questões centrais que surgem na implementação da abordagem; Buck e cols. ( 2017 ) e Kusters et al. ( 2018 ) abordou parcerias de paisagem; Caron et ai. ( 2017 ) integrou paisagens sustentáveis ??com desenvolvimento territorial. Estes e outros sinalizam um campo vital e maduro de prática e investigação, enquanto, por último, Angelstam et al. ( 2019 ) explorou como reunir conceitos e abordagens de paisagem dentro do guarda-chuva dos serviços ecossistêmicos para elaborar uma governança sustentável da paisagem.;;22
